Name,Elements,Times,AbsFreq_mean,AbsFreq_std,AbsFreq_sum,V,V_err,beta,beta_err,R^2,pcorr^2,model,xW_V,xW_V_err,xW_beta,xW_beta_err,xW_R^2,xW_pcorr^2,xW_model,xW_V_stan,xW_V_err_stan,xW_beta_stan,xW_beta_err_stan
diets_h_an_1_pre,123,4,79696.75,6258.63815725,318787,0.0828450603096,0.0126361715265,0.76384149027,0.016102266891,0.948972246481,0.896416807965,LLR,0.0661790211325,0.00914460517895,0.735284910983,0.0197265526052,0.914203055406,0.889728665405,xWboot,,,,
diets_h_an_2_pre,96,4,63407.25,19309.737947,253629,0.373604403891,0.0549055909285,0.881001790392,0.0159869557351,0.969976122432,0.885184734061,LLR,0.286306238597,0.0518397609154,0.843521141288,0.0263494088701,0.924867491398,0.877900476756,xWboot,,,,
diets_h_an_4_pre,107,4,61700.75,18917.3888328,246803,0.142171225006,0.0210644998814,0.795298755429,0.0166482600775,0.956012435499,0.885158158438,LLR,0.110841536686,0.0165411328266,0.760303258868,0.0228268833904,0.915942261797,0.878482786492,xWboot,,,,
diets_h_an_5_pre,95,3,55022.6666667,8060.27650477,165068,0.295904306803,0.0498831141054,0.851108749446,0.0178146835658,0.960850615066,0.892702395022,LLR,0.197872253606,0.0378971671291,0.79987633212,0.0266456344348,0.900388540968,0.882922805428,xWboot,,,,
diets_h_an_6_pre,102,3,50667.6666667,18319.0931089,152003,0.25629586672,0.0299210666871,0.854713055417,0.0137631650654,0.974725743164,0.87869816202,LLR,0.205787291668,0.0359085186484,0.818303757655,0.0272118337698,0.927634341102,0.873454719787,xWboot,,,,
diets_h_an_8_pre,111,4,91731.0,29523.6220452,366924,0.296845086911,0.0358838227773,0.858869773321,0.0120816762055,0.978886579387,0.897643252604,LLR,0.217661525942,0.0362877213414,0.819103140257,0.0222046379402,0.930993957719,0.889555861177,xWboot,,,,
diets_h_an_10_pre,94,3,51578.0,15188.3341088,154734,0.085651570953,0.0164710311788,0.763822158483,0.0217363941614,0.930662147968,0.882832779582,LLR,0.0689193629039,0.0102443823709,0.734068829206,0.0228347316048,0.893418159833,0.876156551058,xWboot,,,,
diets_h_pl_3_pre,75,4,22194.75,7276.85542777,88779,0.116848768836,0.0252064685738,0.768601102076,0.0261218318393,0.922237387597,0.888768829812,LLR,0.0935321086384,0.0169237349585,0.734320704246,0.0297066038338,0.877673997691,0.882210397181,xWboot,,,,
diets_h_pl_6_pre,88,4,20837.5,2329.4125869,83350,0.257508300135,0.0363249599522,0.843404348831,0.0183360238851,0.960939903238,0.903578434344,LLR,0.195331455477,0.0395003019282,0.794912981337,0.0333757089882,0.902698920809,0.899654336685,xWboot,,,,
diets_h_pl_7_pre,78,4,15340.0,6749.95195045,61360,0.354337636482,0.065449818632,0.836819634311,0.0243504995431,0.93953833384,0.906511630946,LLR,0.216489876293,0.0474920638171,0.761635373381,0.0368282603539,0.861219891633,0.896160671977,xWboot,,,,
